Date,Location,Distance,Measurement,Moisture,Strength,Latitude,Longitude,Altitude,Slope
29-Jul,1,0,1,2.108,6.936892,40.05702687,-75.21908943,45.9756279,19
29-Jul,1,0,2,2.09,4.492059,40.05702687,-75.21908943,45.9756279,18
29-Jul,1,0,3,2,3.58417,40.05702687,-75.21908943,45.9756279,17
29-Jul,1,0,4,1.99,2.459508,40.05702687,-75.21908943,45.9756279,20
29-Jul,2,25,1,1.99,3.82909,40.05691992,-75.21928992,52.42618942,23
29-Jul,2,25,2,2.03,5.050977,40.05691992,-75.21928992,52.42618942,21
29-Jul,2,25,3,1.99,4.439848,40.05691992,-75.21928992,52.42618942,21
29-Jul,2,25,4,2.02,5.155309,40.05691992,-75.21928992,52.42618942,22.5
29-Jul,3,50,1,1.93,4.97761,40.05691761,-75.21958429,56.31705856,20
29-Jul,3,50,2,1.68,5.464786,40.05691761,-75.21958429,56.31705856,14.5
29-Jul,3,50,3,1.82,3.832796,40.05691761,-75.21958429,56.31705856,19.5
29-Jul,3,50,4,1.88,5.84288,40.05691761,-75.21958429,56.31705856,15
29-Jul,4,75,1,1.47,4.880632,40.05684909,-75.21988026,63.82578659,18
29-Jul,4,75,2,1.49,5.320487,40.05684909,-75.21988026,63.82578659,14.5
29-Jul,4,75,3,1.69,3.703319,40.05684909,-75.21988026,63.82578659,15.5
29-Jul,4,75,4,1.62,4.421166,40.05684909,-75.21988026,63.82578659,21
29-Jul,5,100,1,1.52,5.07551,40.05669625,-75.22009115,69.63547897,13
29-Jul,5,100,2,1.42,5.702147,40.05669625,-75.22009115,69.63547897,8.5
29-Jul,5,100,3,1.28,5.791581,40.05669625,-75.22009115,69.63547897,17
29-Jul,5,100,4,1.42,4.268211,40.05669625,-75.22009115,69.63547897,15.5
29-Jul,6,125,1,1.35,6.139391,40.05658477,-75.22031469,74.8417778,16
29-Jul,6,125,2,1.48,6.977125,40.05658477,-75.22031469,74.8417778,10
29-Jul,6,125,3,1.72,6.649591,40.05658477,-75.22031469,74.8417778,10
29-Jul,6,125,4,1.29,5.657757,40.05658477,-75.22031469,74.8417778,15
29-Jul,7,150,1,1.48,7.069723,40.05640313,-75.22050035,80.19981003,14
29-Jul,7,150,2,1.68,7.462545,40.05640313,-75.22050035,80.19981003,14
29-Jul,7,150,3,1.42,5.950077,40.05640313,-75.22050035,80.19981003,7
29-Jul,7,150,4,1.87,6.351812,40.05640313,-75.22050035,80.19981003,11
29-Jul,8,175,1,1.49,5.128783,40.05628662,-75.22073261,81.76713181,13.5
29-Jul,8,175,2,1.4,6.257236,40.05628662,-75.22073261,81.76713181,9.5
29-Jul,8,175,3,1.66,6.318876,40.05628662,-75.22073261,81.76713181,12
29-Jul,8,175,4,1.46,5.933925,40.05628662,-75.22073261,81.76713181,12
29-Jul,9,200,1,1.44,8.164204,40.05612686,-75.22099304,83.61783981,9.5
29-Jul,9,200,2,1.43,6.684849,40.05612686,-75.22099304,83.61783981,8
29-Jul,9,200,3,1.36,6.105106,40.05612686,-75.22099304,83.61783981,12.5
29-Jul,9,200,4,1.38,7.179313,40.05612686,-75.22099304,83.61783981,9.5
30-Jul,1,0,1,1.934,5.124,40.05702687,-75.21908943,45.9756279,19
30-Jul,1,0,2,2.073,5.388,40.05702687,-75.21908943,45.9756279,18
30-Jul,1,0,3,2.016,4.42,40.05702687,-75.21908943,45.9756279,17
30-Jul,1,0,4,2.102,3.913,40.05702687,-75.21908943,45.9756279,20
30-Jul,1,0,5,2.035,4.53,40.05702687,-75.21908943,45.9756279,19
30-Jul,1,0,6,2.083,4.65,40.05702687,-75.21908943,45.9756279,22
30-Jul,1,0,7,2.018,5.25,40.05702687,-75.21908943,45.9756279,18.5
30-Jul,2,25,1,1.787,5.552,40.05691992,-75.21928992,52.42618942,23
30-Jul,2,25,2,1.975,4.203,40.05691992,-75.21928992,52.42618942,21
30-Jul,2,25,3,1.86,3.84,40.05691992,-75.21928992,52.42618942,21
30-Jul,2,25,4,2.025,4.312,40.05691992,-75.21928992,52.42618942,22.5
30-Jul,3,50,1,1.872,5.766,40.05691761,-75.21958429,56.31705856,20
30-Jul,3,50,2,1.578,3.75,40.05691761,-75.21958429,56.31705856,14.5
30-Jul,3,50,3,1.733,5.812,40.05691761,-75.21958429,56.31705856,19.5
30-Jul,3,50,4,1.932,4.108,40.05691761,-75.21958429,56.31705856,15
30-Jul,4,75,1,1.471,5.747,40.05684909,-75.21988026,63.82578659,18
30-Jul,4,75,2,1.388,3.656,40.05684909,-75.21988026,63.82578659,14.5
30-Jul,4,75,3,1.784,5.699,40.05684909,-75.21988026,63.82578659,15.5
30-Jul,4,75,4,1.5,3.64,40.05684909,-75.21988026,63.82578659,21
30-Jul,5,100,1,1.486,5.406,40.05669625,-75.22009115,69.63547897,13
30-Jul,5,100,2,1.562,6.127,40.05669625,-75.22009115,69.63547897,8.5
30-Jul,5,100,3,1.341,4.937,40.05669625,-75.22009115,69.63547897,17
30-Jul,5,100,4,1.646,6.301,40.05669625,-75.22009115,69.63547897,15.5
30-Jul,6,125,1,1.287,6.443,40.05658477,-75.22031469,74.8417778,16
30-Jul,6,125,2,1.429,7.05,40.05658477,-75.22031469,74.8417778,10
30-Jul,6,125,3,1.415,6.181,40.05658477,-75.22031469,74.8417778,10
30-Jul,6,125,4,1.316,7.316,40.05658477,-75.22031469,74.8417778,15
30-Jul,7,150,1,1.319,3.676,40.05640313,-75.22050035,80.19981003,14
30-Jul,7,150,2,1.695,6.743,40.05640313,-75.22050035,80.19981003,14
30-Jul,7,150,3,1.819,4.815,40.05640313,-75.22050035,80.19981003,7
30-Jul,7,150,4,1.682,6.487,40.05640313,-75.22050035,80.19981003,11
30-Jul,8,175,1,1.454,3.36,40.05628662,-75.22073261,81.76713181,13.5
30-Jul,8,175,2,1.328,6.577,40.05628662,-75.22073261,81.76713181,9.5
30-Jul,8,175,3,1.707,6.53,40.05628662,-75.22073261,81.76713181,12
30-Jul,8,175,4,1.62,5.86,40.05628662,-75.22073261,81.76713181,12
5-Aug,2,25,1,1.895,5.467036722,,,,
5-Aug,2,25,2,1.708,1.723766908,,,,
5-Aug,2,25,3,2.053,2.162694977,,,,
5-Aug,2,25,4,1.983,2.728015508,,,,
5-Aug,4,75,1,2.011,4.774457288,,,,
5-Aug,4,75,2,2.023,5.745679508,,,,
5-Aug,4,75,3,1.9,4.862098061,,,,
5-Aug,4,75,4,2.033,4.814067047,,,,
5-Aug,7,150,1,1.753,4.425786251,,,,
5-Aug,7,150,2,1.942,2.593160282,,,,
5-Aug,7,150,3,1.617,3.957535671,,,,
5-Aug,7,150,4,1.522,4.792533358,,,,
6-Aug,2,25,1,2.071,3.612086998,,,,
6-Aug,2,25,2,2.107,3.17621884,,,,
6-Aug,2,25,3,1.927,2.911457933,,,,
6-Aug,2,25,4,2.006,2.920334626,,,,
6-Aug,4,75,1,2.011,5.333541983,,,,
6-Aug,4,75,2,1.908,5.032995735,,,,
6-Aug,4,75,3,2.02,4.281478241,,,,
6-Aug,4,75,4,1.643,0.933443317,,,,
6-Aug,7,150,1,1.721,2.362473625,,,,
6-Aug,7,150,2,1.43,3.109660406,,,,
6-Aug,7,150,3,1.617,5.328766725,,,,
6-Aug,7,150,4,1.6,3.940620981,,,,
8-Aug,2,25,1,2.032,3.72906766,,,,
8-Aug,2,25,2,1.972,1.50992848,,,,
8-Aug,2,25,3,2.061,2.943682323,,,,
8-Aug,2,25,4,2.015,3.34268901,,,,
8-Aug,4,75,1,2.086,4.587450236,,,,
8-Aug,4,75,2,2.092,4.260627807,,,,
8-Aug,4,75,3,2.074,5.119268296,,,,
8-Aug,4,75,4,1.534,4.15103881,,,,
8-Aug,7,150,1,1.885,5.137177417,,,,
8-Aug,7,150,2,2.085,4.042712302,,,,
8-Aug,7,150,3,1.852,4.501678747,,,,
8-Aug,7,150,4,1.537,3.9977806,,,,
23-Sep,1,0,0,1.479,1.851643859,40.05691556,-75.21907375,37.62955856,25.2
23-Sep,2,5,0,1.686,4.342979321,40.05690583,-75.21910493,36.16672897,23.3
23-Sep,3,10,0,1.619,3.714284584,40.0569205,-75.21917081,34.05576706,20.8
23-Sep,4,15,0,1.585,4.271781374,40.05701048,-75.2192341,31.6028862,21.9
23-Sep,5,20,0,1.844,2.544895439,40.05703948,-75.21928003,31.19736862,18
23-Sep,6,25,0,1.585,4.444063492,40.05693727,-75.21932353,35.18702316,30.9
23-Sep,7,30,0,1.451,5.558628927,40.05696241,-75.21937307,36.88264084,31.9
23-Sep,8,35,0,1.377,5.231959704,40.05692063,-75.21942806,37.95704269,22.1
23-Sep,9,40,0,1.398,6.839600286,40.05695713,-75.21941783,36.26606369,13.9
23-Sep,10,45,0,1.275,6.329531478,40.05696581,-75.21949897,39.90839767,24.9
23-Sep,11,50,0,1.393,3.296772492,40.05695826,-75.21954331,41.66465378,19.5
23-Sep,12,55,0,1.47,2.670203177,40.05691682,-75.2195801,42.74256516,20.4
23-Sep,13,60,0,1.316,4.990703507,40.05689532,-75.21960684,46.3829155,20.2
23-Sep,14,65,0,1.198,4.135494704,40.05690973,-75.21964733,45.12351608,15.7
23-Sep,15,70,0,1.29,5.030109699,40.05688802,-75.21969292,45.47031784,13.3
23-Sep,16,75,0,1.304,4.25803481,40.05688098,-75.21971094,47.42429733,20.9
23-Sep,17,80,0,1.387,5.760355678,40.05687943,-75.21974539,49.91630173,19.4
23-Sep,18,85,0,1.284,6.718165725,40.05690018,-75.21977406,50.2044487,21.1
23-Sep,19,90,0,1.338,4.628227856,40.05688517,-75.21979401,49.45554733,21.5
23-Sep,20,95,0,1.393,5.779372572,40.05688475,-75.21984564,51.38315964,17.2
23-Sep,21,100,0,1.444,4.329641365,40.05685885,-75.21991203,49.9924736,16.1
23-Sep,22,105,0,1.515,5.198825435,40.05683618,-75.21994757,49.72404099,15.3
23-Sep,23,110,0,1.581,5.869961693,40.05678405,-75.21995712,55.27256393,14.8
23-Sep,24,115,0,1.481,5.132620733,40.05679641,-75.22003206,56.27854538,17.7
23-Sep,25,120,0,1.251,5.891250893,40.05678782,-75.22004446,55.38199997,14.4
23-Sep,26,125,0,1.219,4.127478806,40.05676447,-75.2200857,54.02402878,23.7
23-Sep,27,130,0,1.234,5.821375093,40.05671754,-75.22013138,57.73099899,11.9
23-Sep,28,135,0,1.188,4.697047247,40.05671942,-75.22018787,60.75956345,18.2
23-Sep,29,140,0,1.238,4.345624595,40.05668644,-75.22015393,59.35313034,16
23-Sep,30,145,0,1.244,6.542981726,40.0566574,-75.22023775,64.98789597,13.5
23-Sep,31,150,0,1.254,5.939217654,40.05671041,-75.22026801,60.46921921,17.1
23-Sep,32,155,0,1.226,5.332017048,40.05669013,-75.22028108,62.1454277,15.7
23-Sep,33,160,0,1.366,5.613131434,40.0565776,-75.22034084,68.71415329,13.7
23-Sep,34,165,0,1.36,6.180142033,40.05659826,-75.2203478,66.73800128,17.6
23-Sep,35,170,0,1.344,4.941572156,40.05656377,-75.22039181,70.08488083,17.6
23-Sep,36,175,0,1.397,5.421246281,40.05663162,-75.2203939,71.30076218,12.9
23-Sep,37,180,0,1.485,4.780109997,40.05644072,-75.22041586,74.92191696,14.7
23-Sep,38,185,0,1.432,5.634161444,40.05648058,-75.22044009,75.73270798,22.1
23-Sep,1,0,1,1.576,5.943843707,40.05722804,-75.21915464,26.84434128,12.1
23-Sep,2,5,1,1.3,7.416855555,40.05724333,-75.21930643,34.07401657,36.8
23-Sep,3,10,1,1.356,4.881839815,40.05731294,-75.21943057,33.92033005,23.7
23-Sep,4,15,1,1.541,4.705832277,40.05720402,-75.21942303,32.41215134,27.8
23-Sep,5,20,1,1.67,4.412352245,40.05714405,-75.21931247,34.07288742,26.3
23-Sep,6,25,1,1.434,5.745096385,40.05718751,-75.2195304,30.37095261,29.4
23-Sep,7,30,1,1.537,6.484751698,40.05709942,-75.21948807,38.75608444,22.8
23-Sep,8,35,1,1.726,5.451999062,40.05724987,-75.21958622,44.6938591,26.6
23-Sep,9,40,1,1.468,4.675883872,40.05713466,-75.2194413,45.68546677,32.2
23-Sep,10,45,1,1.424,3.987751021,40.05709946,-75.21955253,42.40903854,34.9
23-Sep,11,50,1,1.412,2.765476958,40.05708709,-75.21950995,49.09415817,28.4
23-Sep,12,55,1,1.417,3.318233481,40.05706446,-75.21956761,52.99033737,11.6
23-Sep,13,60,1,1.329,1.36085055,40.05703525,-75.21959083,55.9667778,34.2
23-Sep,14,65,1,1.404,5.951038674,40.05701132,-75.21967649,54.87040329,22.1
23-Sep,15,70,1,1.221,4.580634517,40.05701761,-75.21969586,55.89341354,27.4
23-Sep,16,75,1,1.208,5.323190241,40.05706689,-75.21972997,51.96036911,14.4
23-Sep,17,80,1,1.393,4.436538664,40.05704879,-75.21978462,53.10294724,18.6
23-Sep,18,85,1,1.354,5.824623917,40.05703856,-75.21974615,59.58134079,15.2
23-Sep,19,90,1,1.314,5.266552049,40.0569853,-75.21982309,62.57688522,18.1
23-Sep,20,95,1,1.425,6.69646239,40.05700256,-75.22008738,53.46671677,16.1
23-Sep,21,100,1,1.555,5.529230155,40.05693488,-75.21974514,47.8975029,20.7
23-Sep,22,105,1,1.412,6.706070015,40.05690592,-75.21997657,53.84183884,16.6
23-Sep,23,110,1,1.417,5.973951064,40.05690764,-75.21995553,73.13962936,20.7
23-Sep,24,115,1,1.406,7.071169428,40.05681254,-75.22005527,69.43467331,13.9
23-Sep,25,120,1,1.46,5.876090519,40.0567387,-75.21997891,65.23551559,13.8
23-Sep,26,125,1,1.309,4.311919996,40.05689791,-75.22012015,56.98801804,13.4
23-Sep,27,130,1,1.209,6.164635753,40.05693375,-75.22005938,70.234478,14.1
23-Sep,28,135,1,1.341,4.762174538,40.05663803,-75.22022149,54.70475388,11.5
23-Sep,29,140,1,1.346,5.121466849,40.0567607,-75.22012694,64.87522507,12.1
23-Sep,30,145,1,1.277,5.823603119,40.05677663,-75.22012535,60.2936821,9.7
23-Sep,31,150,1,1.297,6.888243007,40.05683853,-75.22022543,70.34617233,14.9
23-Sep,32,155,1,1.143,6.400942483,40.05671041,-75.2201722,66.89963913,12.6
23-Sep,33,160,1,1.372,6.786273244,40.05673698,-75.2202836,61.09861374,10.2
23-Sep,34,165,1,1.356,6.209054045,40.05661322,-75.22025619,67.64805222,14.1
23-Sep,35,170,1,1.155,6.472770626,40.05662169,-75.22036197,65.31205368,10
23-Sep,36,175,1,1.327,4.753764512,40.05665937,-75.22034856,62.36112595,15.4
23-Sep,37,180,1,1.392,5.937370963,40.05661758,-75.22040606,66.00956345,14.7
23-Sep,38,185,1,1.355,4.846215756,40.05661628,-75.2203825,68.3964653,15.6
7-Oct,1,150,T,1.443,5.340906373,40.05629651,-75.22023506,,11.5
7-Oct,2,150,T,1.379,5.883856209,40.05631629,-75.22026599,,13
7-Oct,3,150,T,1.526,5.109554961,40.0563639,-75.2202934,75.70945358,11.5
7-Oct,4,150,T,1.48,4.694455021,40.0564144,-75.22032215,76.47513962,5.4
7-Oct,5,150,T,1.55,4.448302569,40.05645745,-75.22034202,75.0033989,14.2
7-Oct,6,150,T,1.44,3.971641551,40.05647484,-75.22033338,72.47794724,8.1
7-Oct,7,150,T,1.328,5.118311799,40.05646495,-75.22035099,74.90043259,10.5
7-Oct,8,150,T,1.452,5.1864602,40.05650099,-75.22037756,72.77067184,11
7-Oct,9,150,T,1.423,5.858924179,40.05650531,-75.22038208,73.27512741,12.2
7-Oct,10,150,T,1.703,4.980585747,40.05653741,-75.2203587,68.63480759,8.9
7-Oct,11,150,T,1.422,5.589779025,40.05655836,-75.22035417,65.76786423,13.7
7-Oct,1,75,M,1.567,3.734739257,40.05657944,-75.21958446,66.11094284,13.5
7-Oct,2,75,M,1.53,5.150726521,40.05664252,-75.2195998,66.16440964,16.4
7-Oct,3,75,M,1.403,6.708754232,40.05668682,-75.2196573,62.61668015,12.8
7-Oct,4,75,M,1.366,4.594386772,40.05671942,-75.21961682,60.45084763,11.2
7-Oct,5,75,M,1.632,3.790016999,40.05675349,-75.21964305,58.32340622,19.5
7-Oct,6,75,M,1.556,5.790604235,40.05679146,-75.21964716,57.93412399,15.9
7-Oct,7,75,M,1.434,4.621842567,40.0568042,-75.21967222,58.04343796,13.1
7-Oct,8,75,M,1.506,3.788750548,40.05680425,-75.2197169,59.29606247,14.8
7-Oct,9,75,M,1.51,4.724564149,40.05684498,-75.21973852,59.4199028,14.1
7-Oct,10,75,M,1.47,4.11888748,40.05688463,-75.21973349,57.59995651,17.6
7-Oct,11,75,M,1.468,4.051843209,40.05688827,-75.21973835,58.12907028,14.9
7-Oct,12,75,M,1.491,3.708650057,40.05692771,-75.21976694,60.475811,14.6
7-Oct,13,75,M,1.492,5.109132908,40.05696501,-75.21977523,56.72526169,19.8
7-Oct,14,75,M,1.497,4.101717651,40.05698571,-75.21979627,53.47489548,18
7-Oct,15,75,M,1.437,6.484340508,40.05699041,-75.21983625,51.68107224,19.1
7-Oct,16,75,M,1.543,5.36786788,40.05700105,-75.21987112,52.80204391,14.1
7-Oct,17,75,M,1.65,5.362663195,40.05702297,-75.21988546,46.76969528,15.5
7-Oct,18,75,M,1.603,6.478945575,40.05708366,-75.21990281,44.08942795,14.9
7-Oct,1,25,B,1.921,4.931940931,40.05664763,-75.21920946,38.33457565,20.2
7-Oct,2,25,B,1.879,4.641072724,40.05666796,-75.21921918,34.21351242,18.7
7-Oct,3,25,B,1.94,3.541645653,40.056726,-75.21921373,32.73453903,14.3
7-Oct,4,25,B,1.843,3.811928753,40.05676242,-75.21920753,31.06638718,16.1
7-Oct,5,25,B,2.086,4.951724859,40.05679079,-75.21918716,32.48646164,18.3
7-Oct,6,25,B,1.813,0.781864961,40.05679402,-75.21919906,31.43738937,16.6
7-Oct,7,25,B,1.892,2.88179225,40.05681799,-75.21924717,30.772686,19.5
7-Oct,8,25,B,1.782,3.320136742,40.05682508,-75.21929973,31.18711472,21.5
7-Oct,9,25,B,1.567,4.200365937,40.05688693,-75.2192807,37.40220261,22.6
7-Oct,10,25,B,1.932,3.796527843,40.05694062,-75.21924952,34.07557297,22.4
7-Oct,11,25,B,1.692,5.673951949,40.05695005,-75.21926645,34.90363693,18.9
7-Oct,12,25,B,1.884,4.890371405,40.0569643,-75.2192869,33.79258347,23.5
7-Oct,13,25,B,2.001,4.519845142,40.05701903,-75.21930115,37.80176926,17.2
7-Oct,14,25,B,1.775,6.166094334,40.05704958,-75.21930501,38.15909958,13.2
7-Oct,15,25,B,1.601,5.214398349,40.05706668,-75.21937265,39.91950607,25
7-Oct,16,25,B,1.703,2.799600137,40.05711714,-75.21942009,38.5259819,29.5
7-Oct,17,25,B,1.799,5.848585341,40.05713445,-75.21942487,37.36072922,21.9
7-Oct,18,25,B,1.767,5.494426834,40.05715972,-75.21945354,37.40162277,27.5
7-Oct,19,25,B,1.755,5.472693941,40.05717284,-75.21948262,36.17829514,26.8
7-Oct,20,25,B,1.837,5.368338158,40.0572106,-75.21951154,34.92280197,31.8
7-Oct,21,25,B,1.662,4.879659914,40.05721806,-75.2195304,34.19901657,27.4
7-Oct,22,25,B,1.809,2.416618209,40.05723277,-75.21956644,31.7155571,24.8
7-Oct,23,25,B,1.854,2.466252615,40.05725142,-75.21958278,32.85084152,31.3
7-Oct,24,25,B,1.579,3.390222099,40.0572707,-75.21958614,30.61445236,27.8